Rk,Season,SeasonNum,Player,Age,Team,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards
5037,2016,3,Aaron Gordon,21,ORL,SF,80,72,2298,14.5,0.53,0.309,0.251,5.3,14.1,9.6,10.5,1.4,1.4,8.5,20.1,2.0,1.7,3.7,0.077,-0.3,-0.7,-1.0,0.6,
4519,2017,4,Aaron Gordon,22,ORL,PF,58,57,1909,16.5,0.53,0.395,0.26,5.0,21.5,13.2,11.7,1.5,1.9,10.0,24.7,0.9,2.0,2.9,0.072,0.9,-0.6,0.3,1.1,
3999,2018,5,Aaron Gordon,23,ORL,PF,78,78,2633,15.1,0.538,0.332,0.242,5.2,18.4,11.7,16.6,1.1,1.8,12.3,21.8,1.8,3.3,5.1,0.093,0.3,0.3,0.6,1.7,
3459,2019,6,Aaron Gordon,24,ORL,PF,62,62,2017,15.1,0.516,0.309,0.292,5.5,20.3,12.7,17.4,1.2,1.7,10.4,20.7,1.4,2.3,3.7,0.087,-0.1,0.1,0.0,1.0,
2922,2020,7,Aaron Gordon,25,2TM,PF,50,50,1384,14.5,0.547,0.353,0.299,6.0,16.4,11.1,17.8,1.2,2.3,14.7,20.7,0.7,1.2,1.9,0.066,0.2,-0.1,0.1,0.7,
2543,2021,8,Aaron Gordon,26,DEN,PF,75,75,2376,15.3,0.602,0.312,0.276,6.1,14.3,10.3,11.6,0.9,1.7,12.5,19.7,3.2,2.0,5.2,0.105,0.5,-1.1,-0.6,0.9,
1765,2022,9,Aaron Gordon,27,DEN,PF,68,68,2055,19.5,0.617,0.227,0.413,9.4,15.4,12.5,14.2,1.3,2.2,9.8,21.1,4.6,2.2,6.8,0.158,2.4,-0.3,2.1,2.1,
1419,2023,10,Aaron Gordon,28,DEN,PF,73,73,2297,16.8,0.607,0.193,0.376,8.6,13.9,11.4,15.2,1.2,1.7,11.2,17.8,4.5,2.6,7.1,0.148,1.2,0.1,1.3,1.9,
845,2024,11,Aaron Gordon,29,DEN,PF,51,42,1447,17.0,0.65,0.346,0.36,6.4,12.1,9.4,15.0,0.8,0.9,11.3,19.0,3.6,0.7,4.3,0.143,2.7,-1.5,1.2,1.2,
124,2025,12,Aaron Gordon,30,DEN,PF,8,8,236,20.8,0.705,0.423,0.402,3.5,15.4,10.0,7.7,1.4,0.4,10.2,22.7,0.7,0.4,1.1,0.218,4.1,-0.7,3.4,0.3,
7937,2010,1,Aaron Gray,26,NOH,C,41,6,531,11.0,0.566,0.0,0.343,13.4,25.8,19.6,4.7,1.1,1.9,21.9,13.1,0.3,0.8,1.1,0.1,-3.9,-0.2,-4.0,-0.3,
7462,2011,2,Aaron Gray,27,TOR,C,49,40,813,11.1,0.526,0.0,0.292,12.1,28.3,20.3,5.5,1.5,1.7,21.9,13.5,0.1,1.3,1.4,0.082,-3.6,0.1,-3.5,-0.3,
6973,2012,3,Aaron Gray,28,TOR,C,42,16,513,9.0,0.544,0.0,0.489,10.9,20.0,15.4,9.9,0.7,0.8,24.8,13.1,0.2,0.4,0.5,0.05,-3.9,-0.4,-4.3,-0.3,
6508,2013,4,Aaron Gray,29,2TM,C,37,6,355,7.8,0.466,0.016,0.328,13.2,22.3,17.7,9.1,1.4,1.8,30.8,12.5,-0.3,0.4,0.1,0.016,-4.9,0.2,-4.7,-0.2,
5551,2015,1,Aaron Harrison,21,CHO,SG,21,0,93,4.3,0.371,0.526,0.632,4.7,13.1,8.8,3.0,3.2,0.0,14.1,13.7,-0.2,0.1,0.0,-0.014,-7.2,0.9,-6.3,-0.1,
5061,2016,2,Aaron Harrison,22,CHO,SG,5,0,17,-2.2,0.102,0.5,0.5,0.0,19.5,9.7,22.6,0.0,0.0,0.0,12.9,-0.1,0.0,-0.1,-0.146,-10.1,-1.7,-11.8,0.0,
4541,2017,3,Aaron Harrison,23,DAL,SG,9,3,233,5.1,0.392,0.623,0.246,1.8,9.9,5.7,6.7,1.9,0.8,3.8,15.5,-0.3,0.2,-0.1,-0.014,-6.8,-0.6,-7.5,-0.3,
2508,2021,1,Aaron Henry,22,PHI,SF,6,0,17,-7.4,0.2,0.2,0.0,0.0,6.5,3.3,0.0,0.0,10.6,28.6,18.5,-0.1,0.0,-0.1,-0.306,-14.0,-2.4,-16.5,-0.1,
4039,2018,1,Aaron Holiday,22,IND,PG,50,0,646,11.9,0.518,0.485,0.191,0.9,10.4,5.8,19.3,1.6,1.8,12.3,21.9,0.1,0.8,0.9,0.065,-1.7,0.1,-1.6,0.1,
3503,2019,2,Aaron Holiday,23,IND,PG,66,33,1617,11.6,0.521,0.393,0.155,1.5,9.0,5.3,19.1,1.7,0.9,12.8,18.7,0.4,1.7,2.1,0.063,-1.6,0.0,-1.6,0.2,
2964,2020,3,Aaron Holiday,24,IND,PG,66,8,1176,9.2,0.503,0.417,0.19,1.4,6.8,4.1,14.0,1.8,0.9,12.3,19.5,-0.6,0.8,0.2,0.009,-3.3,-0.9,-4.2,-0.7,
2497,2021,4,Aaron Holiday,25,2TM,PG,63,15,1021,12.6,0.544,0.305,0.201,2.6,10.3,6.5,20.7,2.0,0.7,15.4,18.7,0.5,0.9,1.5,0.068,-1.9,0.3,-1.7,0.1,
1809,2022,5,Aaron Holiday,26,ATL,PG,63,6,845,9.4,0.528,0.4,0.145,3.2,6.4,4.8,13.0,2.1,1.2,13.3,13.4,0.3,0.6,0.9,0.053,-2.9,0.9,-2.0,0.0,
1376,2023,6,Aaron Holiday,27,HOU,PG,78,1,1269,11.5,0.578,0.52,0.151,1.9,8.5,5.2,15.4,1.6,0.4,10.6,16.7,1.3,1.2,2.5,0.094,-1.8,0.3,-1.5,0.2,
812,2024,7,Aaron Holiday,28,HOU,PG,62,3,792,12.2,0.594,0.675,0.153,1.7,8.9,5.2,14.3,1.2,1.2,11.5,16.8,1.2,0.8,2.0,0.122,-0.4,0.1,-0.2,0.3,
383,2025,8,Aaron Holiday,29,HOU,PG,4,0,26,11.5,0.781,0.571,0.429,0.0,12.3,6.5,21.4,0.0,0.0,32.5,19.6,0.0,0.0,0.0,0.079,-2.3,-2.4,-4.8,0.0,
4583,2017,1,Aaron Jackson,31,HOU,PG,1,0,35,2.4,0.405,0.444,0.222,6.5,3.2,4.8,4.0,0.0,0.0,9.2,13.7,0.0,0.0,0.0,-0.017,-6.6,-2.3,-8.9,-0.1,
3104,2020,1,Aaron Nesmith,21,BOS,SF,46,1,669,9.4,0.573,0.607,0.157,4.6,16.6,10.6,4.6,1.1,1.3,10.8,13.7,0.5,0.6,1.1,0.076,-2.8,-0.4,-3.2,-0.2,
2335,2021,2,Aaron Nesmith,22,BOS,SF,52,3,574,7.3,0.507,0.632,0.143,2.9,13.6,8.4,5.4,1.7,0.8,13.8,17.2,-0.4,0.9,0.4,0.038,-4.9,0.7,-4.3,-0.3,
1954,2022,3,Aaron Nesmith,23,IND,SF,73,60,1816,10.5,0.566,0.532,0.241,3.8,13.1,8.5,7.4,1.4,1.6,10.3,16.8,0.9,1.1,2.0,0.052,-2.3,-0.7,-3.0,-0.4,
1225,2023,4,Aaron Nesmith,24,IND,SF,72,47,1995,12.8,0.631,0.526,0.216,3.6,12.0,7.8,6.6,1.5,2.0,8.4,16.0,2.8,1.3,4.1,0.098,-0.3,-0.2,-0.5,0.8,
652,2024,5,Aaron Nesmith,25,IND,SF,45,37,1123,14.6,0.653,0.515,0.211,3.7,13.9,8.8,6.6,1.5,1.4,8.2,17.4,1.9,1.0,2.9,0.126,0.0,-0.5,-0.5,0.4,
59,2025,6,Aaron Nesmith,26,IND,SF,9,9,283,11.4,0.516,0.573,0.266,5.2,10.1,7.4,5.1,1.2,0.6,5.5,20.8,0.1,0.3,0.3,0.058,-0.8,-1.5,-2.3,0.0,
2160,2021,1,Aaron Wiggins,23,OKC,SG,50,35,1209,10.3,0.556,0.409,0.252,4.3,11.0,7.6,8.5,1.2,0.8,12.6,15.3,0.5,0.8,1.2,0.048,-3.4,-0.9,-4.3,-0.7,
2124,2022,2,Aaron Wiggins,24,OKC,SG,70,14,1297,12.2,0.607,0.336,0.196,5.5,12.0,8.7,8.3,1.4,1.1,12.2,14.5,1.4,1.2,2.6,0.097,-1.5,-0.5,-2.1,0.0,
1053,2023,3,Aaron Wiggins,25,OKC,SG,78,4,1228,15.6,0.664,0.334,0.188,5.7,11.0,8.4,9.3,2.2,1.4,12.1,16.4,2.1,1.6,3.7,0.144,0.4,0.4,0.7,0.8,
478,2024,4,Aaron Wiggins,26,OKC,SG,76,26,1744,16.1,0.596,0.466,0.122,5.1,12.9,9.1,10.6,1.7,1.0,8.3,20.3,2.7,2.7,5.4,0.148,1.3,-0.2,1.1,1.4,
109,2025,5,Aaron Wiggins,27,OKC,SG,9,5,248,15.1,0.578,0.541,0.081,4.1,10.0,7.2,12.0,0.8,2.9,7.3,21.6,0.3,0.4,0.7,0.132,1.5,-1.1,0.4,0.1,
4702,2017,1,Abdel Nader,24,BOS,SF,48,1,522,5.1,0.439,0.436,0.262,2.8,12.0,7.4,7.1,1.4,1.6,17.0,17.1,-0.9,0.8,-0.1,-0.014,-5.5,0.2,-5.3,-0.4,
4180,2018,2,Abdel Nader,25,OKC,SF,61,1,694,8.8,0.522,0.465,0.167,2.0,15.7,8.6,3.8,1.3,1.5,10.1,15.1,0.0,0.9,0.9,0.062,-3.6,0.3,-3.2,-0.2,
3642,2019,3,Abdel Nader,26,OKC,SF,55,6,867,11.3,0.591,0.487,0.251,1.8,10.6,6.4,6.4,1.3,2.0,12.8,17.0,0.5,0.9,1.3,0.074,-1.2,0.2,-1.0,0.2,
3102,2020,4,Abdel Nader,27,PHO,SF,24,0,355,13.4,0.605,0.371,0.319,2.3,17.3,9.9,7.3,1.4,2.3,12.6,19.0,0.3,0.4,0.7,0.095,-1.0,1.0,0.0,0.2,
2338,2021,5,Abdel Nader,28,PHO,SF,14,0,145,4.9,0.431,0.4,0.286,3.0,16.6,10.0,5.9,2.7,2.5,21.8,15.0,-0.3,0.3,0.0,-0.009,-7.1,2.2,-4.9,-0.1,
206,2025,1,Ace Bailey,19,UTA,SF,9,0,166,5.8,0.418,0.322,0.169,9.5,9.8,9.6,12.7,0.9,0.6,15.9,18.5,-0.2,0.0,-0.2,-0.056,-5.7,-2.9,-8.6,-0.3,
8018,2010,1,Acie Law,26,2TM,PG,51,0,726,9.9,0.502,0.194,0.344,1.9,8.2,5.0,16.3,2.2,0.0,16.7,15.7,0.1,0.3,0.4,0.027,-3.5,-0.5,-4.0,-0.4,
1448,2023,1,Adam Flagler,24,OKC,SG,2,0,14,0.6,0.214,0.857,0.0,0.0,0.0,0.0,33.6,0.0,0.0,0.0,21.7,0.0,0.0,0.0,-0.159,-6.7,-3.9,-10.6,0.0,
867,2024,2,Adam Flagler,25,OKC,SG,37,0,203,3.7,0.335,0.75,0.021,3.8,10.3,7.1,7.3,1.9,1.5,4.0,21.1,-0.6,0.3,-0.3,-0.062,-8.1,-2.3,-10.3,-0.4,
3625,2019,1,Adam Mokoka,21,CHI,SF,11,0,112,8.2,0.538,0.536,0.143,6.6,3.1,4.9,5.0,1.7,0.0,6.3,12.1,0.1,0.1,0.2,0.073,-2.9,-1.2,-4.1,-0.1,
3089,2020,2,Adam Mokoka,22,CHI,SG,14,0,56,2.2,0.386,0.526,0.053,2.0,7.8,4.9,11.9,1.7,1.6,20.5,18.9,-0.2,0.1,-0.1,-0.112,-7.7,-1.6,-9.3,-0.1,
1150,2023,1,Adama Sanogo,21,CHI,PF,9,0,66,21.9,0.558,0.0,0.444,31.6,29.4,30.5,0.0,0.8,0.0,13.4,24.8,0.1,0.1,0.2,0.133,-0.4,-6.3,-6.7,-0.1,
579,2024,2,Adama Sanogo,22,CHI,C,4,0,21,15.2,0.571,0.0,0.0,25.4,4.9,15.0,6.7,0.0,0.0,12.5,15.9,0.0,0.0,0.0,0.105,0.7,-3.4,-2.6,0.0,
2343,2021,1,Ade Murkey,24,SAC,SG,1,0,1,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,-0.017,-7.4,-2.3,-9.7,0.0,
997,2024,1,Adem Bona,21,PHI,C,58,11,905,16.5,0.714,0.005,0.521,11.1,19.9,15.3,4.4,1.4,7.5,20.5,14.3,1.4,0.9,2.3,0.121,-2.9,0.2,-2.7,-0.2,
232,2025,2,Adem Bona,22,PHI,C,9,3,141,8.0,0.47,0.063,0.75,9.4,12.7,11.1,2.5,1.3,9.1,24.8,8.2,-0.1,0.2,0.1,0.033,-5.1,1.0,-4.0,-0.1,
3721,2019,1,Admiral Schofield,22,WAS,PF,33,2,368,6.1,0.502,0.663,0.163,2.0,12.4,7.0,5.3,1.0,0.9,6.6,11.9,0.1,0.1,0.1,0.017,-4.3,-1.2,-5.5,-0.3,
2249,2021,2,Admiral Schofield,24,ORL,SF,38,1,469,7.5,0.538,0.612,0.116,3.8,16.3,10.0,7.9,0.4,1.0,13.4,14.5,-0.1,0.3,0.3,0.027,-4.2,-1.2,-5.4,-0.4,
2029,2022,3,Admiral Schofield,25,ORL,PF,37,0,451,10.1,0.587,0.607,0.189,5.8,9.8,7.8,9.6,0.9,1.1,10.8,14.1,0.5,0.3,0.8,0.089,-2.2,-0.7,-2.9,-0.1,
1145,2023,4,Admiral Schofield,26,ORL,PF,23,0,84,6.0,0.484,0.615,0.077,4.2,19.7,11.9,11.6,0.6,0.0,15.7,16.6,-0.1,0.1,0.0,0.006,-4.1,-0.8,-4.9,-0.1,
6757,2013,1,Adonis Thomas,20,2TM,SF,6,1,37,7.3,0.485,0.357,0.071,0.0,9.2,4.6,13.4,0.0,0.0,6.5,18.5,0.0,0.0,0.0,0.001,-4.2,-2.0,-6.2,0.0,
6203,2014,1,Adreian Payne,23,2TM,PF,32,22,739,7.7,0.443,0.041,0.209,7.2,18.2,12.5,6.4,1.3,1.0,15.5,17.0,-0.7,0.2,-0.5,-0.033,-5.0,-2.0,-6.9,-0.9,
5714,2015,2,Adreian Payne,24,MIN,PF,52,2,486,5.6,0.422,0.221,0.179,4.8,21.5,13.3,8.9,1.7,1.8,18.7,17.7,-0.9,0.4,-0.5,-0.047,-6.1,-0.2,-6.2,-0.5,
5231,2016,3,Adreian Payne,25,MIN,PF,18,0,135,14.4,0.505,0.278,0.352,7.7,21.0,14.3,8.0,3.0,4.4,11.4,23.1,0.0,0.2,0.2,0.086,-3.8,1.5,-2.3,0.0,
4736,2017,4,Adreian Payne,26,ORL,PF,5,0,43,18.8,0.831,0.3,0.6,5.1,18.0,11.5,0.0,2.3,0.0,13.7,15.0,0.1,0.0,0.2,0.203,1.8,0.6,2.4,0.0,
2733,2021,1,Ahmad Caver,25,IND,SG,1,0,1,76.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.8,0.0,0.0,0.0,1.204,31.0,5.9,36.9,0.0,
674,2024,1,Ajay Mitchell,22,OKC,SG,36,1,597,12.0,0.587,0.326,0.19,3.3,8.8,6.1,13.8,2.0,0.7,12.7,16.2,0.6,0.9,1.5,0.122,-2.5,0.9,-1.6,0.1,
68,2025,2,Ajay Mitchell,23,OKC,SG,10,2,276,19.1,0.569,0.285,0.308,4.1,10.5,7.4,22.4,3.0,0.7,10.9,25.9,0.4,0.6,1.0,0.174,0.5,1.0,1.5,0.2,
7949,2010,1,Al Harrington,30,DEN,PF,73,3,1665,12.3,0.527,0.486,0.173,5.4,17.2,11.5,9.6,1.2,0.5,12.7,22.3,0.6,1.5,2.1,0.06,-0.6,-1.1,-1.7,0.1,
7476,2011,2,Al Harrington,31,DEN,PF,64,1,1761,15.3,0.535,0.392,0.228,4.9,20.4,12.9,8.2,1.7,0.5,11.6,24.4,1.6,1.6,3.2,0.088,0.5,-0.8,-0.4,0.7,6MOY-4
6988,2012,3,Al Harrington,32,ORL,C,10,0,119,10.3,0.434,0.526,0.07,5.7,19.9,12.8,13.7,1.8,0.6,10.6,25.1,-0.1,0.1,0.0,-0.012,-3.0,-1.5,-4.5,-0.1,
6523,2013,4,Al Harrington,33,WAS,PF,34,0,511,9.7,0.506,0.483,0.169,3.3,15.0,9.1,8.7,1.4,0.0,13.3,22.7,-0.2,0.5,0.4,0.035,-3.2,-1.0,-4.2,-0.3,
7971,2010,1,Al Horford,24,ATL,C,77,77,2704,20.7,0.587,0.004,0.204,8.2,23.7,16.0,17.5,1.2,2.3,10.6,19.7,6.4,3.7,10.1,0.179,2.5,1.1,3.6,3.9,"AS,NBA3"
7501,2011,2,Al Horford,25,ATL,C,11,11,348,19.0,0.585,0.01,0.291,8.8,17.1,13.0,11.7,1.5,3.1,12.1,17.9,0.8,0.6,1.3,0.18,1.8,1.5,3.4,0.5,
7013,2012,3,Al Horford,26,ATL,C,74,74,2756,19.8,0.56,0.006,0.196,8.2,23.0,15.7,15.3,1.5,2.2,11.3,21.8,4.7,4.1,8.8,0.153,1.3,0.6,1.9,2.7,
6546,2013,4,Al Horford,27,ATL,C,29,29,958,22.0,0.588,0.026,0.202,8.0,21.4,14.8,15.2,1.4,3.6,12.3,24.7,1.5,1.3,2.8,0.141,2.2,0.8,3.0,1.2,
6064,2014,5,Al Horford,28,ATL,C,76,76,2318,21.4,0.563,0.037,0.146,6.7,19.8,13.4,18.6,1.5,3.5,8.9,22.2,5.1,3.6,8.7,0.179,2.6,1.5,4.1,3.6,AS
5573,2015,6,Al Horford,29,ATL,C,82,82,2631,19.4,0.565,0.244,0.123,6.3,18.2,12.4,16.7,1.3,3.6,8.8,20.6,4.9,4.5,9.4,0.172,2.2,1.6,3.8,3.9,"DPOY-13,AS"
5083,2016,7,Al Horford,30,BOS,C,68,68,2193,17.7,0.553,0.302,0.169,4.9,18.6,11.8,24.4,1.2,3.2,11.8,19.7,3.6,2.7,6.3,0.138,2.3,1.1,3.4,3.0,
4567,2017,8,Al Horford,31,BOS,C,72,72,2277,17.6,0.575,0.3,0.159,5.0,20.2,12.7,23.6,0.9,2.9,14.1,18.4,4.0,3.8,7.8,0.165,2.4,2.0,4.4,3.7,"DPOY-5,AS,DEF2"
4046,2018,9,Al Horford,32,BOS,C,68,68,1973,20.2,0.605,0.281,0.131,6.5,18.3,12.4,21.2,1.4,3.9,11.8,18.9,4.5,2.9,7.5,0.181,3.3,1.9,5.1,3.6,
3509,2019,10,Al Horford,33,PHI,C,67,61,2025,15.7,0.536,0.399,0.113,5.6,19.3,12.4,19.2,1.2,2.6,9.7,17.5,2.8,2.6,5.4,0.128,1.3,1.0,2.2,2.2,
2970,2020,11,Al Horford,34,OKC,C,28,28,782,17.4,0.538,0.422,0.061,3.8,21.4,12.5,20.1,1.5,2.9,7.3,21.6,0.8,0.9,1.6,0.101,2.0,1.4,3.4,1.1,
2491,2021,12,Al Horford,35,BOS,C,69,69,2005,16.7,0.574,0.466,0.167,6.0,22.2,14.3,16.4,1.2,4.2,9.6,14.8,3.7,3.8,7.6,0.181,1.4,2.9,4.3,3.2,DPOY-9
1813,2022,13,Al Horford,36,BOS,C,63,63,1922,13.8,0.631,0.678,0.044,4.2,17.7,11.1,13.2,0.8,2.7,7.0,11.9,3.6,2.7,6.3,0.157,1.6,1.7,3.3,2.5,
1370,2023,14,Al Horford,37,BOS,C,65,33,1740,15.0,0.65,0.616,0.072,5.3,19.7,12.8,12.3,1.1,3.1,10.0,12.0,3.5,2.7,6.2,0.172,1.7,2.0,3.6,2.5,
806,2024,15,Al Horford,38,BOS,C,60,42,1659,12.9,0.563,0.681,0.082,5.2,18.9,12.1,10.4,1.1,2.8,8.8,13.8,2.0,2.4,4.4,0.129,0.1,1.1,1.2,1.3,
246,2025,16,Al Horford,39,GSW,C,6,0,132,3.4,0.365,0.649,0.0,5.1,18.7,11.8,8.1,1.5,2.1,19.6,14.9,-0.3,0.1,-0.2,-0.073,-7.2,-0.8,-8.1,-0.2,
7991,2010,1,Al Jefferson,26,UTA,C,82,82,2940,20.1,0.528,0.0,0.219,9.6,23.2,16.3,9.2,0.8,4.2,6.8,24.2,5.1,2.7,7.8,0.128,1.6,-1.0,0.6,1.9,
7521,2011,2,Al Jefferson,27,UTA,C,61,61,2075,22.8,0.52,0.004,0.169,7.3,25.3,16.2,12.1,1.2,3.9,5.2,25.7,4.9,2.5,7.5,0.173,3.5,0.2,3.7,3.0,
7031,2012,3,Al Jefferson,28,UTA,C,78,78,2578,20.9,0.522,0.014,0.176,7.0,25.9,16.3,12.0,1.6,2.7,7.3,25.3,4.3,3.3,7.7,0.143,2.2,0.1,2.4,2.8,
6564,2013,4,Al Jefferson,29,CHA,C,73,73,2553,22.7,0.532,0.011,0.201,6.9,28.3,17.5,12.8,1.4,2.4,7.6,29.3,3.1,4.7,7.8,0.146,2.2,0.5,2.7,3.0,"MVP-8,NBA3"
6078,2014,5,Al Jefferson,30,CHO,C,65,61,1992,19.7,0.5,0.005,0.163,5.3,25.5,15.1,11.6,1.2,3.3,5.9,26.3,1.3,3.4,4.7,0.113,0.9,0.7,1.6,1.8,
5588,2015,6,Al Jefferson,31,CHO,C,47,18,1096,18.2,0.507,0.0,0.22,5.6,24.6,15.0,11.8,1.4,3.0,5.8,24.2,1.0,1.8,2.8,0.122,-0.9,0.4,-0.5,0.4,
5101,2016,7,Al Jefferson,32,IND,C,66,1,931,18.9,0.526,0.002,0.18,9.2,24.2,16.8,11.0,1.0,1.5,6.1,26.1,1.2,1.1,2.3,0.119,-0.3,-1.1,-1.4,0.1,
